"province","date","confirmed","deaths","recovered","tested","ICU","hospital","population","Lat","Long","confirmed_dailyAvg7","confirmed_1M","deaths_dailyAvg7","deaths_1M","caseFatality","recovered_dailyAvg7","recovered_1M","tested_daily","tested_1M"
"New Brunswick",2020-04-23,118,0,104,12014,1,5,772094,46.5653,-66.4619,0.142857142857143,152.831131960616,0,0,0,3.42857142857143,134.698624778848,473,15560.2815201258
"Newfoundland and Labrador",2020-04-23,256,3,205,6902,2,5,523790,53.1355,-57.6604,0.571428571428571,488.745489604613,0,5.72748620630405,1.171875,5,391.378224097444,240,13177.0365986369
"Nova Scotia",2020-04-23,827,16,358,24558,4,10,965382,44.682,-63.7443,35.4285714285714,856.655707274426,1.85714285714286,16.5737500802791,1.93470374848851,26,370.837658046245,793,25438.6346544684
"Northwest Territories",2020-04-23,5,0,5,1652,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0.428571428571429,112.112650791515,18,37042.0198215167
"Ontario",2020-04-23,13995,798,6680,194745,233,887,14446515,51.2538,-85.3232,596.285714285714,968.745749407383,42.8571428571429,55.2382356575271,5.70203644158628,355.142857142857,462.395255880051,10214,13480.4137883773
"Prince Edward Island",2020-04-23,26,0,24,2543,0,0,154748,46.5107,-63.4168,0,168.01509551012,0,0,0,0.142857142857143,155.090857393957,37,16433.1687647013
"Quebec",2020-04-23,21832,1243,4484,185991,207,1411,8433301,52.9399,-73.5491,853.571428571429,2588.78462893712,90.5714285714286,147.391869447088,5.69347746427263,234.714285714286,531.70164328298,5104,22054.3533309199
"Repatriated",2020-04-23,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-04-23,331,4,270,25872,1,6,1168423,52.9399,-106.4509,3.71428571428571,283.287816141928,0,3.42341771772723,1.20845921450151,7.28571428571428,231.080695946588,551,22142.6657982597
"Yukon",2020-04-23,11,0,8,881,0,0,40369,64.2823,-135,0.428571428571429,272.486313755605,0,0,0,0.285714285714286,198.171864549531,3,21823.6765835171
"Canada",2020-04-23,43220,2232,14774,662933,513,2508,37949851,56.130367,-106.346771,1750.57142857143,1138.87140162948,140.428571428571,58.8144601674457,5.16427579824155,721.285714285714,389.303241269643,23671,17468.6588361045
"Alberta",2020-04-24,4017,72,1397,122447,22,78,4345737,53.9333,-116.5765,231.428571428571,924.354142922133,3.14285714285714,16.5679607394557,1.79238237490665,39,321.464460458606,4612,28176.3484536685
"British Columbia",2020-04-24,1853,98,1114,71415,41,96,5020302,53.7267,-127.6476,33.5714285714286,369.101301077107,2.85714285714286,19.5207379954433,5.28872099298435,21.1428571428571,221.899001295141,2862,14225.2398361692
"Manitoba",2020-04-24,263,6,196,22172,3,7,1360396,53.7609,-98.8139,1.42857142857143,193.326060941079,0.142857142857143,4.41048047774325,2.28136882129278,8,144.075695606279,785,16298.1955254205
"New Brunswick",2020-04-24,118,0,107,12418,1,4,772094,46.5653,-66.4619,0.142857142857143,152.831131960616,0,0,0,3.42857142857143,138.584162032084,404,16083.5338702282
"Newfoundland and Labrador",2020-04-24,256,3,207,7134,2,5,523790,53.1355,-57.6604,0,488.745489604613,0,5.72748620630405,1.171875,4.42857142857143,395.19654823498,232,13619.962198591
"Nova Scotia",2020-04-24,850,16,392,25371,3,11,965382,44.682,-63.7443,34.8571428571429,880.480473014827,1.71428571428571,16.5737500802791,1.88235294117647,30.7142857142857,406.056876966838,813,26280.7883304226
"Northwest Territories",2020-04-24,5,0,5,1665,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0.285714285714286,112.112650791515,13,37333.5127135746
"Ontario",2020-04-24,14485,850,7087,207040,243,910,14446515,51.2538,-85.3232,576.857142857143,1002.66396428481,45.2857142857143,58.8377196853359,5.86813945460822,361.571428571429,490.568140482324,12295,14331.484098414
"Prince Edward Island",2020-04-24,26,0,24,2642,0,0,154748,46.5107,-63.4168,0,168.01509551012,0,0,0,0.142857142857143,155.090857393957,99,17072.9185514514
"Quebec",2020-04-24,22606,1340,4724,188408,227,1460,8433301,52.9399,-73.5491,829.714285714286,2680.56363694359,93.1428571428571,158.893889830329,5.92762983278776,236.571428571429,560.16025041677,2417,22340.9552202631
"Repatriated",2020-04-24,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-04-24,341,4,280,26586,1,6,1168423,52.9399,-106.4509,4.85714285714286,291.846360436246,0,3.42341771772723,1.17302052785924,7.42857142857143,239.639240240906,714,22753.745860874
"Yukon",2020-04-24,11,0,8,888,0,0,40369,64.2823,-135,0.285714285714286,272.486313755605,0,0,0,0.142857142857143,198.171864549531,7,21997.0769649979
"Canada",2020-04-24,44844,2389,15554,688186,543,2577,37949851,56.130367,-106.346771,1713.57142857143,1181.66471852551,146.285714285714,62.9514988082562,5.32735706003033,714,409.85668165074,25253,18134.0896437248
"Alberta",2020-04-25,4232,73,1471,127165,20,78,4345737,53.9333,-116.5765,238.571428571429,973.827914574674,3.14285714285714,16.7980713052815,1.72495274102079,44.1428571428571,338.492642329713,4718,29262.0101032345
"British Columbia",2020-04-25,1948,100,1137,71415,41,96,5020302,53.7267,-127.6476,43,388.024465460444,2.71428571428571,19.9191204035136,5.13347022587269,21.4285714285714,226.480398987949,0,14225.2398361692
"Manitoba",2020-04-25,267,6,199,22598,2,7,1360396,53.7609,-98.8139,2,196.266381259574,0.142857142857143,4.41048047774325,2.24719101123596,8,146.280935845151,426,16611.3396393403
"New Brunswick",2020-04-25,118,0,107,12786,0,4,772094,46.5653,-66.4619,0,152.831131960616,0,0,0,2.85714285714286,138.584162032084,368,16560.1597732919
"Newfoundland and Labrador",2020-04-25,257,3,208,7332,2,5,523790,53.1355,-57.6604,0.142857142857143,490.654651673381,0,5.72748620630405,1.16731517509728,2.71428571428571,397.105710303748,198,13997.9762882071
"Nova Scotia",2020-04-25,865,22,412,25984,3,11,965382,44.682,-63.7443,30.8571428571429,896.018363715089,2.14285714285714,22.7889063603838,2.54335260115607,32.5714285714286,426.774064567187,613,26915.7701303733
"Northwest Territories",2020-04-25,5,0,5,1683,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0.285714285714286,112.112650791515,18,37737.1182564241
"Ontario",2020-04-25,14913,898,7509,217618,245,925,14446515,51.2538,-85.3232,557.857142857143,1032.29048666755,46.7142857142857,62.1603203263901,6.02159189968484,376.285714285714,519.779337784926,10578,15063.7022146864
"Prince Edward Island",2020-04-25,26,0,24,2642,0,0,154748,46.5107,-63.4168,0,168.01509551012,0,0,0,0.142857142857143,155.090857393957,0,17072.9185514514
"Quebec",2020-04-25,23259,1446,5057,193375,217,1509,8433301,52.9399,-73.5491,819.857142857143,2757.99476385344,91.5714285714286,171.463107981086,6.2169482780859,248.857142857143,599.646567814904,4967,22929.9298104028
"Repatriated",2020-04-25,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-04-25,349,4,288,27232,2,4,1168423,52.9399,-106.4509,5.14285714285714,298.693195871701,0,3.42341771772723,1.14613180515759,7.71428571428571,246.48607567636,646,23306.627822287
"Yukon",2020-04-25,11,0,8,894,0,0,40369,64.2823,-135,0.285714285714286,272.486313755605,0,0,0,0,198.171864549531,6,22145.70586341
"Canada",2020-04-25,46263,2552,16438,710724,532,2639,37949851,56.130367,-106.346771,1697.71428571429,1219.05616968035,146.428571428571,67.2466408366136,5.51628731383611,745.428571428571,433.150580749316,22538,18727.9786684801
"Alberta",2020-04-26,4475,73,1549,131572,21,85,4345737,53.9333,-116.5765,238.857142857143,1029.74478207034,2.57142857142857,16.7980713052815,1.63128491620112,50.1428571428571,356.441266464123,4407,30276.1073668287
"British Columbia",2020-04-26,1948,100,1137,71415,41,96,5020302,53.7267,-127.6476,43,388.024465460444,2.71428571428571,19.9191204035136,5.13347022587269,21.4285714285714,226.480398987949,0,14225.2398361692
"Manitoba",2020-04-26,271,6,199,23167,2,8,1360396,53.7609,-98.8139,2.42857142857143,199.20670157807,0,4.41048047774325,2.2140221402214,7.85714285714286,146.280935845151,569,17029.6002046463
"New Brunswick",2020-04-26,118,0,111,13026,0,4,772094,46.5653,-66.4619,0,152.831131960616,0,0,0,2.71428571428571,143.764878369732,240,16871.0027535507
"Newfoundland and Labrador",2020-04-26,258,3,219,7477,2,5,523790,53.1355,-57.6604,0.285714285714286,492.563813742149,0,5.72748620630405,1.16279069767442,4,418.106493060196,145,14274.8047881785
"Nova Scotia",2020-04-26,873,24,439,26488,3,13,965382,44.682,-63.7443,28.2857142857143,904.305238755229,2.14285714285714,24.8606251204187,2.74914089347079,34.1428571428571,454.742267827658,504,27437.8432579021
"Northwest Territories",2020-04-26,5,0,5,1690,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0.285714285714286,112.112650791515,7,37894.0759675322
"Ontario",2020-04-26,15400,945,8000,229638,252,938,14446515,51.2538,-85.3232,551.571428571429,1066.00103900491,49,65.4137001207558,6.13636363636364,398.714285714286,553.766773509044,12020,15895.7367918837
"Prince Edward Island",2020-04-26,26,0,24,2642,0,0,154748,46.5107,-63.4168,0,168.01509551012,0,0,0,0.142857142857143,155.090857393957,0,17072.9185514514
"Quebec",2020-04-26,24099,1515,5342,198387,215,1518,8433301,52.9399,-73.5491,820.714285714286,2857.59988882171,91.1428571428571,179.644957532051,6.28656790738205,255.285714285714,633.44116378628,5012,23524.2403893801
"Repatriated",2020-04-26,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-04-26,353,4,288,27884,2,5,1168423,52.9399,-106.4509,5.42857142857143,302.116613589428,0,3.42341771772723,1.13314447592068,7.71428571428571,246.48607567636,652,23864.6449102765
"Yukon",2020-04-26,11,0,8,908,0,0,40369,64.2823,-135,0.285714285714286,272.486313755605,0,0,0,0,198.171864549531,14,22492.5066263717
"Canada",2020-04-26,47850,2670,17334,734294,538,2672,37949851,56.130367,-106.346771,1691,1260.8745156865,147.714285714286,70.3560074583692,5.57993730407524,782.571428571428,456.760686622986,23570,19349.0614758935
"Alberta",2020-04-27,4691,75,1664,135442,20,88,4345737,53.9333,-116.5765,254.714285714286,1079.4486642887,2.28571428571429,17.258292436933,1.59880622468557,62,382.903981534087,3870,31166.6352565744
"British Columbia",2020-04-27,1998,103,1190,78665,36,97,5020302,53.7267,-127.6476,42.7142857142857,397.984025662201,2.42857142857143,20.516694015619,5.15515515515516,21.5714285714286,237.037532801812,7250,15669.376065424
"Manitoba",2020-04-27,272,6,205,23543,2,7,1360396,53.7609,-98.8139,2.57142857142857,199.941781657694,0,4.41048047774325,2.20588235294118,8.71428571428571,150.691416322894,376,17305.9903145849
"New Brunswick",2020-04-27,118,0,112,13196,0,3,772094,46.5653,-66.4619,0,152.831131960616,0,0,0,2,145.060057454144,170,17091.1831979008
"Newfoundland and Labrador",2020-04-27,258,3,221,7622,2,5,523790,53.1355,-57.6604,0.285714285714286,492.563813742149,0,5.72748620630405,1.16279069767442,4.28571428571429,421.924817197732,145,14551.6332881498
"Nova Scotia",2020-04-27,900,24,509,27131,3,12,965382,44.682,-63.7443,25.5714285714286,932.2734420157,2.14285714285714,24.8606251204187,2.66666666666667,37.2857142857143,527.252424428879,643,28103.9008392533
"Northwest Territories",2020-04-27,5,0,5,1708,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0,112.112650791515,18,38297.6815103816
"Ontario",2020-04-27,15856,1002,8525,242188,241,945,14446515,51.2538,-85.3232,520.285714285714,1097.56574509492,50.1428571428571,69.3592883820077,6.31937436932392,430,590.107718020574,12550,16764.458417826
"Prince Edward Island",2020-04-27,26,0,24,2794,0,0,154748,46.5107,-63.4168,0,168.01509551012,0,0,0,0.142857142857143,155.090857393957,152,18055.1606482798
"Quebec",2020-04-27,24969,1599,5517,203002,210,1541,8433301,52.9399,-73.5491,807.714285714286,2960.7623396817,94.2857142857143,189.605470028877,6.40394088669951,238.571428571429,654.192231488002,4615,24071.475689057
"Repatriated",2020-04-27,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-04-27,365,5,288,28296,2,7,1168423,52.9399,-106.4509,7,312.386866742609,0.142857142857143,4.27927214715903,1.36986301369863,7.14285714285714,246.48607567636,412,24217.2569352024
"Yukon",2020-04-27,11,0,8,919,0,0,40369,64.2823,-135,0,272.486313755605,0,0,0,0,198.171864549531,11,22764.9929401273
"Canada",2020-04-27,49482,2817,18281,764506,516,2705,37949851,56.130367,-106.346771,1660.85714285714,1303.87863709926,151.428571428571,74.2295404532682,5.69297926518734,811.714285714286,481.714671290804,30212,20145.1647333214
"Alberta",2020-04-28,4850,80,1800,138681,23,89,4345737,53.9333,-116.5765,250.714285714286,1116.036244255,2.71428571428571,18.4088452660619,1.64948453608247,75.2857142857143,414.199018486393,3239,31911.9633792841
"British Columbia",2020-04-28,2053,105,1231,80888,37,94,5020302,53.7267,-127.6476,47,408.939541884134,2.57142857142857,20.9150764236892,5.11446663419386,27.1428571428571,245.204372167252,2223,16112.1781119941
"Manitoba",2020-04-28,272,6,209,23857,2,7,1360396,53.7609,-98.8139,2.42857142857143,199.941781657694,0,4.41048047774325,2.20588235294118,8.42857142857143,153.63173664139,314,17536.8054595868
"New Brunswick",2020-04-28,118,0,114,13430,0,1,772094,46.5653,-66.4619,0,152.831131960616,0,0,0,1.71428571428571,147.650415622968,234,17394.2551036532
"Newfoundland and Labrador",2020-04-28,258,3,222,7955,2,6,523790,53.1355,-57.6604,0.285714285714286,492.563813742149,0,5.72748620630405,1.16279069767442,4,423.8339792665,333,15187.3842570496
"Nova Scotia",2020-04-28,915,27,522,27817,3,12,965382,44.682,-63.7443,25.4285714285714,947.811332715961,2.42857142857143,27.968203260471,2.95081967213115,33.7142857142857,540.718596369106,686,28814.5003739452
"Northwest Territories",2020-04-28,5,0,5,1723,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0,112.112650791515,15,38634.0194627562
"Ontario",2020-04-28,16314,1050,8964,253040,239,957,14446515,51.2538,-85.3232,515.428571428571,1129.26889287832,50.4285714285714,72.681889023062,6.43618977565281,451.142857142857,620.495669716883,10852,17515.643046091
"Prince Edward Island",2020-04-28,27,0,24,2825,0,0,154748,46.5107,-63.4168,0.142857142857143,174.477214568201,0,0,0,0.142857142857143,155.090857393957,31,18255.4863390803
"Quebec",2020-04-28,25746,1682,5841,207261,217,1625,8433301,52.9399,-73.5491,803.571428571428,3052.89708027734,91.5714285714286,199.44740499598,6.53305367824128,256.142857142857,692.611351118619,4259,24576.497388152
"Repatriated",2020-04-28,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-04-28,366,5,291,28632,2,8,1168423,52.9399,-106.4509,6.57142857142857,313.242721172041,0.142857142857143,4.27927214715903,1.36612021857923,5.57142857142857,249.053638964656,336,24504.8240234915
"Yukon",2020-04-28,11,0,8,953,0,0,40369,64.2823,-135,0,272.486313755605,0,0,0,0,198.171864549531,34,23607.2233644628
"Canada",2020-04-28,50948,2958,19244,787062,525,2799,37949851,56.130367,-106.346771,1651.57142857143,1342.50856478989,149.857142857143,77.9449700606203,5.80591976132527,863.285714285714,507.090264992081,22556,20739.5280682393
"Alberta",2020-04-29,5165,87,1953,143886,21,94,4345737,53.9333,-116.5765,252,1188.52107249012,3,20.0196192268423,1.68441432720232,91.8571428571428,449.405935057736,5205,33109.6888744073
"British Columbia",2020-04-29,2087,109,1305,83425,35,89,5020302,53.7267,-127.6476,41.7142857142857,415.712042821328,2.71428571428571,21.7118412398298,5.22280785816962,32.2857142857143,259.944521265852,2537,16617.5261966312
"Manitoba",2020-04-29,273,6,213,24304,0,5,1360396,53.7609,-98.8139,2.28571428571429,200.676861737318,0,4.41048047774325,2.1978021978022,8.42857142857143,156.572056959885,447,17865.3862551786
"New Brunswick",2020-04-29,118,0,114,13699,0,1,772094,46.5653,-66.4619,0,152.831131960616,0,0,0,1.42857142857143,147.650415622968,269,17742.65827736
"Newfoundland and Labrador",2020-04-29,258,3,225,8220,2,6,523790,53.1355,-57.6604,0.285714285714286,492.563813742149,0,5.72748620630405,1.16279069767442,3.71428571428571,429.561465472804,265,15693.3122052731
"Nova Scotia",2020-04-29,935,28,529,28421,3,11,965382,44.682,-63.7443,23.2857142857143,968.52852031631,2.28571428571429,29.0040626404884,2.99465240641711,28.4285714285714,547.969612029228,604,29440.1594394758
"Northwest Territories",2020-04-29,5,0,5,1744,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0,112.112650791515,21,39104.8925960805
"Ontario",2020-04-29,16777,1133,9612,264594,235,977,14446515,51.2538,-85.3232,479.857142857143,1161.31814489515,53.7142857142857,78.4272192982183,6.75329319902247,484.428571428571,665.350778371116,11554,18315.4207087315
"Prince Edward Island",2020-04-29,27,0,24,2953,0,0,154748,46.5107,-63.4168,0.142857142857143,174.477214568201,0,0,0,0,155.090857393957,128,19082.6375785147
"Quebec",2020-04-29,26589,1761,6048,212613,222,1648,8433301,52.9399,-73.5491,804.285714285714,3152.85793783478,89.5714285714286,208.815029844186,6.62303960284328,251,717.156899771513,5352,25211.1243272356
"Repatriated",2020-04-29,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-04-29,383,6,291,29106,3,10,1168423,52.9399,-106.4509,8.14285714285714,327.792246472382,0.285714285714286,5.13512657659084,1.56657963446475,4.28571428571429,249.053638964656,474,24910.4990230422
"Yukon",2020-04-29,11,0,8,973,0,0,40369,64.2823,-135,0,272.486313755605,0,0,0,0,198.171864549531,20,24102.6530258367
"Canada",2020-04-29,52641,3133,20340,813938,521,2841,37949851,56.130367,-106.346771,1612,1387.1200706427,151.571428571429,82.5563188640714,5.95163465739633,905.857142857143,535.970483783981,26876,21447.7258421911
"Alberta",2020-04-30,5355,89,2161,148937,21,96,4345737,53.9333,-116.5765,233.571428571429,1232.24207999702,3,20.4798403584939,1.66199813258637,114.857142857143,497.268932749497,5051,34271.9773423932
"British Columbia",2020-04-30,2112,111,1322,86030,30,82,5020302,53.7267,-127.6476,41.1428571428571,420.691822922207,2.42857142857143,22.1102236479001,5.25568181818182,32.8571428571429,263.330771734449,2605,17136.4192831427
"Manitoba",2020-04-30,275,6,220,24723,0,5,1360396,53.7609,-98.8139,1.85714285714286,202.147021896565,0,4.41048047774325,2.18181818181818,6.57142857142857,161.717617517252,419,18173.384808541
"New Brunswick",2020-04-30,118,0,114,14117,0,0,772094,46.5653,-66.4619,0,152.831131960616,0,0,0,1.42857142857143,147.650415622968,418,18284.0431346442
"Newfoundland and Labrador",2020-04-30,258,3,225,8376,2,6,523790,53.1355,-57.6604,0.285714285714286,492.563813742149,0,5.72748620630405,1.16279069767442,2.85714285714286,429.561465472804,156,15991.1414880009
"Nova Scotia",2020-04-30,947,28,545,29156,3,10,965382,44.682,-63.7443,17.1428571428571,980.958832876519,1.71428571428571,29.0040626404884,2.95670538542767,26.7142857142857,564.543362109507,735,30201.5160837886
"Northwest Territories",2020-04-30,5,0,5,1789,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0,112.112650791515,45,40113.9064532042
"Ontario",2020-04-30,17168,1176,10205,277522,233,999,14446515,51.2538,-85.3232,453.285714285714,1188.38349595041,54,81.4037157058294,6.84995340167754,503.571428571429,706.398740457474,12928,19210.3078147221
"Prince Edward Island",2020-04-30,27,0,24,3055,0,0,154748,46.5107,-63.4168,0.142857142857143,174.477214568201,0,0,0,0,155.090857393957,102,19741.7737224391
"Quebec",2020-04-30,27537,1859,6299,215077,214,1684,8433301,52.9399,-73.5491,815,3265.26943601325,88,220.43562775715,6.75091694810618,259.285714285714,746.919859732268,2464,25503.2993604758
"Repatriated",2020-04-30,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-04-30,389,6,295,29642,3,10,1168423,52.9399,-106.4509,8.28571428571428,332.927373048973,0.285714285714286,5.13512657659084,1.54241645244216,3.57142857142857,252.477056682383,536,25369.2369972176
"Yukon",2020-04-30,11,0,9,984,0,0,40369,64.2823,-135,0,272.486313755605,0,0,0,0.142857142857143,222.943347618222,11,24375.1393395923
"Canada",2020-04-30,54215,3278,21437,839408,506,2892,37949851,56.130367,-106.346771,1570.71428571429,1428.59585930917,149.428571428571,86.3771507297881,6.04629715023517,951.857142857143,564.877053140472,25470,22118.8747223276
"Alberta",2020-05-01,5573,92,2359,153766,22,92,4345737,53.9333,-116.5765,222.285714285714,1282.40618334704,2.85714285714286,21.1701720559712,1.65081643638974,137.428571428571,542.830824783,4829,35383.1812647659
"British Columbia",2020-05-01,2145,112,1357,88670,23,79,5020302,53.7267,-127.6476,41.7142857142857,427.265132655366,2,22.3094148519352,5.22144522144522,34.7142857142857,270.302463875679,2640,17662.2840617955
"Manitoba",2020-05-01,279,6,235,25402,0,5,1360396,53.7609,-98.8139,2.28571428571429,205.087342215061,0,4.41048047774325,2.1505376344086,5.57142857142857,172.74381871161,679,18672.5041826057
"New Brunswick",2020-05-01,118,0,116,14642,0,0,772094,46.5653,-66.4619,0,152.831131960616,0,0,0,1.28571428571429,150.240773791792,525,18964.0121539605
"Newfoundland and Labrador",2020-05-01,259,3,230,8552,1,5,523790,53.1355,-57.6604,0.428571428571429,494.472975810917,0,5.72748620630405,1.15830115830116,3.28571428571429,439.107275816644,176,16327.1540121041
"Nova Scotia",2020-05-01,959,29,592,29842,3,10,965382,44.682,-63.7443,15.5714285714286,993.389145436729,1.85714285714286,30.0399220205059,3.02398331595412,28.5714285714286,613.228752970327,686,30912.1156184806
"Northwest Territories",2020-05-01,5,0,5,1808,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0,112.112650791515,19,40539.9345262119
"Ontario",2020-05-01,17720,1237,10825,294054,225,1017,14446515,51.2538,-85.3232,462.142857142857,1226.59340332253,55.2857142857143,85.6261873538358,6.98081264108352,534,749.315665404425,16532,20354.6668521785
"Prince Edward Island",2020-05-01,27,0,24,3125,0,0,154748,46.5107,-63.4168,0.142857142857143,174.477214568201,0,0,0,0,155.090857393957,70,20194.1220565048
"Quebec",2020-05-01,28647,2022,6700,220421,218,1716,8433301,52.9399,-73.5491,863,3396.89049400703,97.4285714285714,239.763765102182,7.05833071525814,282.285714285714,794.469449151643,5344,26136.9776793215
"Repatriated",2020-05-01,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-05-01,415,6,297,30357,3,10,1168423,52.9399,-106.4509,10.5714285714286,355.1795882142,0.285714285714286,5.13512657659084,1.44578313253012,2.42857142857143,254.188765541247,715,25981.1729142614
"Yukon",2020-05-01,11,0,11,999,0,0,40369,64.2823,-135,0,272.486313755605,0,0,0,0.428571428571429,272.486313755605,15,24746.7115856226
"Canada",2020-05-01,56171,3507,22764,871638,495,2934,37949851,56.130367,-106.346771,1618.14285714286,1480.13756364946,159.714285714286,92.4114300211614,6.24343522458208,1030,599.844252352928,32230,22968.1534191004
"Alberta",2020-05-02,5669,94,2534,157517,18,93,4345737,53.9333,-116.5765,205.285714285714,1304.49679766631,3,21.6303931876227,1.65814076556712,151.857142857143,583.10017380251,3751,36246.3259971784
"British Columbia",2020-05-02,2171,114,1376,88670,24,72,5020302,53.7267,-127.6476,31.8571428571429,432.44410396028,2,22.7077972600055,5.25103638876094,34.1428571428571,274.087096752347,0,17662.2840617955
"Manitoba",2020-05-02,279,6,236,26169,0,6,1360396,53.7609,-98.8139,1.71428571428571,205.087342215061,0,4.41048047774325,2.1505376344086,5.28571428571428,173.478898791234,767,19236.3106036772
"New Brunswick",2020-05-02,118,0,118,15058,0,0,772094,46.5653,-66.4619,0,152.831131960616,0,0,0,1.57142857142857,152.831131960616,416,19502.8066530759
"Newfoundland and Labrador",2020-05-02,259,3,231,8716,1,5,523790,53.1355,-57.6604,0.285714285714286,494.472975810917,0,5.72748620630405,1.15830115830116,3.28571428571429,441.016437885412,164,16640.256591382
"Nova Scotia",2020-05-02,963,31,609,30369,3,9,965382,44.682,-63.7443,14,997.532582956798,1.28571428571429,32.1116407805408,3.21910695742471,28.1428571428571,630.838362430623,527,31458.0135117498
"Northwest Territories",2020-05-02,5,0,5,1850,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0,112.112650791515,42,41481.6807928607
"Ontario",2020-05-02,18158,1264,11390,310359,221,977,14446515,51.2538,-85.3232,463.571428571429,1256.91213417215,52.2857142857143,87.4951502144289,6.96111906597643,554.428571428571,788.425443783501,16305,21483.3127574367
"Prince Edward Island",2020-05-02,27,0,24,3125,0,0,154748,46.5107,-63.4168,0.142857142857143,174.477214568201,0,0,0,0,155.090857393957,0,20194.1220565048
"Quebec",2020-05-02,29655,2136,6965,229695,222,1738,8433301,52.9399,-73.5491,913.714285714286,3516.41664396895,98.5714285714286,253.281603490733,7.20283257460799,272.571428571429,825.892494528536,9274,27236.6656899831
"Repatriated",2020-05-02,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-05-02,421,6,302,30845,2,12,1168423,52.9399,-106.4509,10.2857142857143,360.314714790791,0.285714285714286,5.13512657659084,1.42517814726841,2,258.468037688406,488,26398.8298758241
"Yukon",2020-05-02,11,0,11,1019,0,0,40369,64.2823,-135,0,272.486313755605,0,0,0,0.428571428571429,272.486313755605,20,25242.1412469965
"Canada",2020-05-02,57749,3654,23814,903392,491,2912,37949851,56.130367,-106.346771,1640.85714285714,1521.71875457429,157.428571428571,96.2849630160603,6.32738229233407,1053.71428571429,627.512345173635,31754,23804.8892471277
"Alberta",2020-05-03,5762,95,2713,161245,20,94,4345737,53.9333,-116.5765,183.857142857143,1325.89708028811,3.14285714285714,21.8605037534485,1.64873307879209,166.285714285714,624.289965085324,3728,37104.1781865769
"British Columbia",2020-05-03,2171,114,1376,88670,24,72,5020302,53.7267,-127.6476,31.8571428571429,432.44410396028,2,22.7077972600055,5.25103638876094,34.1428571428571,274.087096752347,0,17662.2840617955
"Manitoba",2020-05-03,280,6,237,26806,0,5,1360396,53.7609,-98.8139,1.28571428571429,205.822422294685,0,4.41048047774325,2.14285714285714,5.42857142857143,174.213978870858,637,19704.5566143976
"New Brunswick",2020-05-03,118,0,118,15366,0,0,772094,46.5653,-66.4619,0,152.831131960616,0,0,0,1,152.831131960616,308,19901.7218110748
"Newfoundland and Labrador",2020-05-03,259,3,232,8833,2,6,523790,53.1355,-57.6604,0.142857142857143,494.472975810917,0,5.72748620630405,1.15830115830116,1.85714285714286,442.92559995418,117,16863.6285534279
"Nova Scotia",2020-05-03,971,37,624,30916,3,6,965382,44.682,-63.7443,14,1005.81945799694,1.85714285714286,38.3267970606454,3.81050463439753,26.4285714285714,646.376253130885,547,32024.6285926193
"Northwest Territories",2020-05-03,5,0,5,1850,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0,112.112650791515,0,41481.6807928607
"Ontario",2020-05-03,18401,1302,12005,327505,232,1010,14446515,51.2538,-85.3232,428.714285714286,1273.73279991749,51,90.1255423885968,7.07570240747785,572.142857142857,830.996264497008,17146,22670.1733947599
"Prince Edward Island",2020-05-03,27,0,24,3125,0,0,154748,46.5107,-63.4168,0.142857142857143,174.477214568201,0,0,0,0,155.090857393957,0,20194.1220565048
"Quebec",2020-05-03,31858,2205,7258,235629,218,1754,8433301,52.9399,-73.5491,1108.42857142857,3777.6429419512,98.5714285714286,261.463453041697,6.9213384393245,273.714285714286,860.635710737705,5934,27940.304751366
"Repatriated",2020-05-03,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
